Date,ADA-USD,BCH-USD,BNB-USD,BTC-USD,DOT-USD,ETH-USD,LINK-USD,LTC-USD,SOL-USD,XRP-USD
2024-01-01,,,,,,,,,,
2024-01-02,0.9720065455965348,0.9637964802950757,0.9926704418555014,1.0179009390513014,0.9783427858713448,1.0014915203575248,0.9761508503496154,0.9766117561110916,0.973541267432481,0.9925104687134318
2024-01-03,0.8943621950954707,0.8775178787865261,1.007165811973776,0.9701327612664796,0.8886951726732373,0.939818798594934,0.9108350179577319,0.873811861917337,0.9003344266306207,0.9246097491803537
2024-01-04,0.9156762292435726,0.8985493112722518,1.029234952071486,1.000285048771818,0.9165652983721406,0.9645926081990548,0.9368047317954369,0.8897321082649848,0.959536133361554,0.9335705667815278
2024-01-05,0.8686138990521474,0.8986067143129074,1.009675292411156,0.999894930828135,0.8658712804545737,0.9644264455038771,0.9053350558940083,0.8834396789550215,0.9129759232612037,0.9149380258597514
2024-01-06,0.8395034613854476,0.8854749818319091,0.9789642952785097,0.9959667765618269,0.8302004541388321,0.952938905370812,0.864350372573521,0.8788222429556002,0.8570801647149737,0.9022825796786725
2024-01-07,0.7930766742959261,0.8707975451415109,0.9633668658701439,0.994923071766224,0.8019413248370291,0.9449643414441,0.8458070838445729,0.859839597977104,0.8152444396573886,0.8756653803198972
2024-01-08,0.8681227975643127,0.9523061428350189,0.9684871610675085,1.0634670863301554,0.8696376005836332,0.9917974164347462,0.9112492477199563,0.9073304106280762,0.892992604881227,0.9172186946541214
2024-01-09,0.8209256870853223,0.9196353996939954,0.9572778766693348,1.0446574050727002,0.8276860435377936,0.9968113575990372,0.8822183587514572,0.8958592536004394,0.907774482109687,0.8993003703899206
2024-01-10,0.9093851751823289,0.9535780522822086,0.9703841706469991,1.0557073565312736,0.9269834969311138,1.0976801051568037,0.9675595114593338,0.9352112342465946,0.931734524808615,0.9522395280229291
2024-01-11,0.9343117801893257,1.0371777116870187,0.9818491203763422,1.0498389602680216,0.9501407732781642,1.1136284027156858,0.9676153109338242,0.9632359029053127,0.9123426292167177,0.955581967382151
2024-01-12,0.8783890570267928,0.9731432748989838,0.943456224494738,0.9702457902240915,0.8802582030129674,1.073175310984226,0.9097888238502055,0.9754895810352414,0.8375674625363726,0.9051187292959944
2024-01-13,0.8816036003650642,0.9535184744503816,0.9612573842291761,0.9700016016857761,0.8853415346272541,1.095339608630289,0.9245759301324283,0.9632765347903371,0.8741777105298615,0.9127034264047507
2024-01-14,0.8441222450512247,0.9226972195065948,0.9511559829327374,0.9463163747739528,0.8520947857879432,1.0509764523278604,0.9524507448401139,0.9342138133503921,0.8595952268718436,0.9145365509597841
2024-01-15,0.8476207931260332,0.9392495551121269,1.0100473369116771,0.9625206412721786,0.8742705974496446,1.067607874721008,0.9780677986327717,0.9267205995387772,0.8628560293424846,0.9140397210411632
2024-01-16,0.8596812852740053,0.9420265917439661,1.0026015937248816,0.9770783818675369,0.8710461097088866,1.100055474054074,0.9823603067215471,0.9296516081293581,0.8914993128515772,0.9140825740406178
2024-01-17,0.8458040811164974,0.9153705769755316,0.9830700824874973,0.967743587353386,0.8527764154795818,1.0748371455096373,1.0125200147619997,0.9284672601440105,0.932013759410408,0.9014271278595389
2024-01-18,0.8054340848346733,0.8905168917747223,0.9964523280735578,0.934221215004691,0.8149434167503454,1.0487563485099065,0.9429823290614714,0.9098210022538447,0.8606710603850398,0.8759288363982214
